,period,Bank,Item,Portfolio,Product,Risk Type,amount,Item ID,Portfolio ID,Product ID,Risk Type ID
2212,2023-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520421,5,0,0
2213,2023-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520422,5,1,0
2214,2023-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520422,5,2,0
2215,2023-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520422,5,3,0
2216,2023-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520422,5,4,0
2217,2023-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520423,5,1,1
2218,2023-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520423,5,1,2
2219,2023-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520424,5,2,1
2220,2023-03-31,Piraeus,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520424,5,2,2
2221,2023-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520431,5,0,0
2222,2023-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520432,5,1,0
2223,2023-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520432,5,2,0
2224,2023-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520432,5,3,0
2225,2023-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520432,5,4,0
2226,2023-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520433,5,1,1
2227,2023-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520433,5,1,2
2228,2023-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,General risk,0,2520434,5,2,1
2229,2023-03-31,Piraeus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520434,5,2,2
2230,2023-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520441,5,0,0
2231,2023-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520442,5,1,0
2232,2023-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520442,5,2,0
2233,2023-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520442,5,3,0
2234,2023-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520442,5,4,0
2235,2023-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520443,5,1,1
2236,2023-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520443,5,1,2
2237,2023-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520444,5,2,1
2238,2023-03-31,Piraeus,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520444,5,2,2
2239,2023-03-31,Piraeus,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520451,5,0,0
2240,2023-03-31,Piraeus,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520461,5,0,0
2241,2023-03-31,Piraeus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520471,5,0,0
2242,2023-03-31,Piraeus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520481,5,0,0
2243,2023-03-31,Piraeus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520491,5,0,0
2244,2022-12-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT,SA,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520401,1,0,0
2245,2022-12-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520401,5,0,0
2246,2022-12-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Traded debt instruments,No breakdown by MKT_Risk,0,2520402,1,1,0
2247,2022-12-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Equities,No breakdown by MKT_Risk,0,2520402,1,2,0
2248,2022-12-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520402,1,3,0
2249,2022-12-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Commodity risk ,No breakdown by MKT_Risk,0,2520402,1,4,0
2250,2022-12-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,General risk,0,2520403,1,1,1
2251,2022-12-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,Specific risk,0,2520403,1,1,2
2252,2022-12-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,General risk,0,2520404,1,2,1
2253,2022-12-31,Bank of Cyprus,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,Specific risk,0,2520404,1,2,2
2254,2022-12-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520411,5,0,0
2255,2022-12-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520412,5,1,0
2256,2022-12-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520412,5,2,0
2257,2022-12-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520412,5,3,0
2258,2022-12-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520412,5,4,0
2259,2022-12-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520413,5,1,1
2260,2022-12-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520413,5,1,2
2261,2022-12-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,General risk,0,2520414,5,2,1
2262,2022-12-31,Bank of Cyprus,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520414,5,2,2
2263,2022-12-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520421,5,0,0
2264,2022-12-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520422,5,1,0
2265,2022-12-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520422,5,2,0
2266,2022-12-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520422,5,3,0
2267,2022-12-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520422,5,4,0
2268,2022-12-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520423,5,1,1
2269,2022-12-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520423,5,1,2
2270,2022-12-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520424,5,2,1
2271,2022-12-31,Bank of Cyprus,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520424,5,2,2
2272,2022-12-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520431,5,0,0
2273,2022-12-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520432,5,1,0
2274,2022-12-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520432,5,2,0
2275,2022-12-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520432,5,3,0
2276,2022-12-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520432,5,4,0
2277,2022-12-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520433,5,1,1
2278,2022-12-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520433,5,1,2
2279,2022-12-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,General risk,0,2520434,5,2,1
2280,2022-12-31,Bank of Cyprus,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520434,5,2,2
2281,2022-12-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520441,5,0,0
2282,2022-12-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,0,2520442,5,1,0
2283,2022-12-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520442,5,2,0
2284,2022-12-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,0,2520442,5,3,0
2285,2022-12-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520442,5,4,0
2286,2022-12-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,0,2520443,5,1,1
2287,2022-12-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0,2520443,5,1,2
2288,2022-12-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520444,5,2,1
2289,2022-12-31,Bank of Cyprus,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520444,5,2,2
2290,2022-12-31,Bank of Cyprus,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520451,5,0,0
2291,2022-12-31,Bank of Cyprus,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520461,5,0,0
2292,2022-12-31,Bank of Cyprus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520471,5,0,0
2293,2022-12-31,Bank of Cyprus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520481,5,0,0
2294,2022-12-31,Bank of Cyprus,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520491,5,0,0
2295,2022-12-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT,SA,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,249.42837782,2520401,1,0,0
2296,2022-12-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,583.61846813,2520401,5,0,0
2297,2022-12-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Traded debt instruments,No breakdown by MKT_Risk,3.84075875,2520402,1,1,0
2298,2022-12-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Equities,No breakdown by MKT_Risk,9.30989256,2520402,1,2,0
2299,2022-12-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Foreign Exchange risk,No breakdown by MKT_Risk,236.27772651,2520402,1,3,0
2300,2022-12-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Commodity risk ,No breakdown by MKT_Risk,0,2520402,1,4,0
2301,2022-12-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,General risk,3.84075875,2520403,1,1,1
2302,2022-12-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,Specific risk,0,2520403,1,1,2
2303,2022-12-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,General risk,4.443281025,2520404,1,2,1
2304,2022-12-31,Eurobank,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,Specific risk,4.443281025,2520404,1,2,2
2305,2022-12-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,12.756390504,2520411,5,0,0
2306,2022-12-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,9.681255966,2520412,5,1,0
2307,2022-12-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0.62742676,2520412,5,2,0
2308,2022-12-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,7.316799257,2520412,5,3,0
2309,2022-12-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520412,5,4,0
2310,2022-12-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,9.738750342,2520413,5,1,1
2311,2022-12-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,1.047204186,2520413,5,1,2
2312,2022-12-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,General risk,0.62742676,2520414,5,2,1
2313,2022-12-31,Eurobank,VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520414,5,2,2
2314,2022-12-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,2.536731705,2520421,5,0,0
2315,2022-12-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,2.153235968,2520422,5,1,0
2316,2022-12-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520422,5,2,0
2317,2022-12-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,1.329358283,2520422,5,3,0
2318,2022-12-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520422,5,4,0
2319,2022-12-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,2.209528843,2520423,5,1,1
2320,2022-12-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0.319384573,2520423,5,1,2
2321,2022-12-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520424,5,2,1
2322,2022-12-31,Eurobank,VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520424,5,2,2
2323,2022-12-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,30.600652291,2520431,5,0,0
2324,2022-12-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,10.040655949,2520432,5,1,0
2325,2022-12-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Equities,No breakdown by MKT_Risk,0.785172092,2520432,5,2,0
2326,2022-12-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,28.88196271,2520432,5,3,0
2327,2022-12-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520432,5,4,0
2328,2022-12-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,9.924774043,2520433,5,1,1
2329,2022-12-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,2.505788899,2520433,5,1,2
2330,2022-12-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,General risk,0.785172092,2520434,5,2,1
2331,2022-12-31,Eurobank,SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk,IM,Equities,Specific risk,0,2520434,5,2,2
2332,2022-12-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1),IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,6.343823078,2520441,5,0,0
2333,2022-12-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Traded debt instruments,No breakdown by MKT_Risk,2.424104024,2520442,5,1,0
2334,2022-12-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Equities,No breakdown by MKT_Risk,0,2520442,5,2,0
2335,2022-12-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Foreign Exchange risk,No breakdown by MKT_Risk,6.216000653,2520442,5,3,0
2336,2022-12-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - by Product,IM,Commodity risk ,No breakdown by MKT_Risk,0,2520442,5,4,0
2337,2022-12-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,General risk,2.349905131,2520443,5,1,1
2338,2022-12-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk,IM,Traded debt instruments,Specific risk,0.401416079,2520443,5,1,2
2339,2022-12-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,General risk,0,2520444,5,2,1
2340,2022-12-31,Eurobank,SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk,IM,Equities,Specific risk,0,2520444,5,2,2
2341,2022-12-31,Eurobank,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,3.0061395885,2520451,5,0,0
2342,2022-12-31,Eurobank,INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,3.3324346565,2520461,5,0,0
2343,2022-12-31,Eurobank,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520471,5,0,0
2344,2022-12-31,Eurobank,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520481,5,0,0
2345,2022-12-31,Eurobank,ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,0,2520491,5,0,0
2346,2022-12-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT,SA,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,511.9415569,2520401,1,0,0
2347,2022-12-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT,IM,No breakdown by MKT_Modprod,No breakdown by MKT_Risk,1351.30616314,2520401,5,0,0
2348,2022-12-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Traded debt instruments,No breakdown by MKT_Risk,316.19149648,2520402,1,1,0
2349,2022-12-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Equities,No breakdown by MKT_Risk,103.77781683,2520402,1,2,0
2350,2022-12-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Foreign Exchange risk,No breakdown by MKT_Risk,91.97224359,2520402,1,3,0
2351,2022-12-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - by Product,SA,Commodity risk ,No breakdown by MKT_Risk,0,2520402,1,4,0
2352,2022-12-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,General risk,0.193425,2520403,1,1,1
2353,2022-12-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk,SA,Traded debt instruments,Specific risk,5.662100375,2520403,1,1,2
2354,2022-12-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,General risk,0.469989375,2520404,1,2,1
2355,2022-12-31,National Bank of Greece,TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk,SA,Equities,Specific risk,30.542244375,2520404,1,2,2
